03c6699ea836decbc5c8fc2dbae7bd3b,455,2015/03/01,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,366,2015/03/02,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,359,2015/03/03,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,5713,2015/03/04,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,8489,2015/03/05,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4138,2015/03/06,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3104,2015/03/07,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3122,2015/03/08,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2325,2015/03/09,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2121,2015/03/10,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4197,2015/03/11,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4564,2015/03/12,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3587,2015/03/13,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2522,2015/03/14,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2473,2015/03/15,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2391,2015/03/16,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2682,2015/03/17,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4109,2015/03/18,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3930,2015/03/19,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4688,2015/03/20,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3782,2015/03/21,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3374,2015/03/22,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3480,2015/03/23,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2836,2015/03/24,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4377,2015/03/25,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,6668,2015/03/26,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,5359,2015/03/27,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3606,2015/03/28,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4517,2015/03/29,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4467,2015/03/30,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,4522,2015/03/31,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3472,2015/04/01,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2659,2015/04/02,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2996,2015/04/03,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3713,2015/04/04,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3266,2015/04/05,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3100,2015/04/06,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2610,2015/04/07,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,3280,2015/04/08,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2827,2015/04/09,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2483,2015/04/10,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,1857,2015/04/11,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,2013,2015/04/12,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,1905,2015/04/13,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,1843,2015/04/14,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,1945,2015/04/15,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,1681,2015/04/16,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,1568,2015/04/17,9953,2016/02/07
03c6699ea836decbc5c8fc2dbae7bd3b,1518,2015/04/18,9953,2016/02/07
