03c6699ea836decbc5c8fc2dbae7bd3b,455.0,20150901
03c6699ea836decbc5c8fc2dbae7bd3b,5196.333333333333,20150902
03c6699ea836decbc5c8fc2dbae7bd3b,2489.3333333333335,20150903
03c6699ea836decbc5c8fc2dbae7bd3b,2489.3333333333335,20150904
03c6699ea836decbc5c8fc2dbae7bd3b,4048.75,20150905
03c6699ea836decbc5c8fc2dbae7bd3b,2489.3333333333335,20150906
03c6699ea836decbc5c8fc2dbae7bd3b,4175.75,20150907
03c6699ea836decbc5c8fc2dbae7bd3b,3028.0,20150908
03c6699ea836decbc5c8fc2dbae7bd3b,4377.0,20150909
03c6699ea836decbc5c8fc2dbae7bd3b,3413.4,20150910
03c6699ea836decbc5c8fc2dbae7bd3b,4522.0,20150911
03c6699ea836decbc5c8fc2dbae7bd3b,3413.4,20150912
03c6699ea836decbc5c8fc2dbae7bd3b,3183.0,20150913
03c6699ea836decbc5c8fc2dbae7bd3b,2655.0,20150914
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150915
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150916
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150917
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150918
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150919
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150920
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150921
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150922
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150923
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150924
03c6699ea836decbc5c8fc2dbae7bd3b,1385.8709677419354,20150925
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20150926
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20150927
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20150928
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20150929
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20150930
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20151001
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20151002
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20151003
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20151004
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20151005
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20151006
03c6699ea836decbc5c8fc2dbae7bd3b,1524.0,20151007
03c6699ea836decbc5c8fc2dbae7bd3b,1024.1351351351352,20151008
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151009
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151010
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151011
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151012
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151013
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151014
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151015
03c6699ea836decbc5c8fc2dbae7bd3b,1102.1,20151016
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151017
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151018
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151019
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151020
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151021
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151022
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151023
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151024
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151025
03c6699ea836decbc5c8fc2dbae7bd3b,1102.1,20151026
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151027
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151028
03c6699ea836decbc5c8fc2dbae7bd3b,855.421052631579,20151029
03c6699ea836decbc5c8fc2dbae7bd3b,1102.1,20151030
